,strategy
1992-10-07,1.0403637413939664
1992-10-08,1.0491502243386708
1992-10-09,1.033929912226823
1992-10-13,1.0514018953250277
1992-10-14,1.0516364822250428
1992-10-15,1.052381331392759
1992-10-16,1.060428269618661
1992-10-19,1.0728864924438466
1992-10-20,1.0747364405671167
1992-10-21,1.0754696112900348
1992-10-22,1.072348854980459
1992-10-23,1.0687815837081265
1992-10-26,1.0854385327966543
1992-10-27,1.0868111080510126
1992-10-28,1.093757419022506
1992-10-29,1.0969617306904644
1992-10-30,1.0867109632264609
1992-11-02,1.1058469425546695
1992-11-03,1.0939522788999212
1992-11-04,1.0830703152631704
1992-11-05,1.0884299455970319
1992-11-06,1.0846822075263127
1992-11-09,1.0900811302165778
1992-11-10,1.0902267741766525
1992-11-12,1.1141325131974682
1992-11-13,1.111602628203787
1992-11-16,1.101956172739319
1992-11-17,1.0944736715157124
1992-11-18,1.1129519903154046
1992-11-19,1.117141219260943
1992-11-20,1.1345272524738665
1992-11-23,1.1247852495473312
1992-11-24,1.1409839207910077
1992-11-25,1.1528235915273697
1992-11-27,1.1602175479564139
1992-11-30,1.1772040955135457
1992-12-01,1.1654312057246774
1992-12-02,1.1588809357260823
1992-12-03,1.1589900154194797
1992-12-04,1.176331730334624
1992-12-07,1.2028297719913261
1992-12-08,1.2167075223100066
1992-12-09,1.2054656507913422
1992-12-10,1.1975989545647414
1992-12-11,1.1907243563990728
1992-12-14,1.1835702836077409
1992-12-15,1.1814876389035123
1992-12-16,1.1731934087008284
1992-12-17,1.2029078024672732
1992-12-18,1.251342538283442
1992-12-21,1.2463580623885369
1992-12-22,1.2429987800593765
1992-12-23,1.2321083236522303
1992-12-24,1.2382888470217939
1992-12-28,1.2330016436568625
1992-12-29,1.2232075436417869
1992-12-30,1.2300404307859438
1992-12-31,1.2137937865677562
1993-01-04,1.2031548437691142
1993-01-05,1.1960669474512546
1993-01-06,1.1972499318381327
1993-01-07,1.1716277143323186
1993-01-08,1.1623660102358868
1993-01-11,1.1742258218932862
