"","V1"
"329",0.00777566836999815
"330",0.005048547817391
"331",0.0132678240328543
"332",0.020239866239416
"333",-0.00588012020836227
"334",0.0193732364153893
"335",-0.00541290689677257
"336",-0.00472668092340218
"337",0.00108743996962882
"338",-0.0181692880222672
"339",-0.00562669732504131
"340",0.00353574520694329
"341",-0.002841549968461
"342",-0.00210956741213089
"343",-0.00330542568633525
"344",-0.00702014235437849
"345",0.0154879671556378
"346",0.0186794843531144
"347",-0.0115290367160629
"348",-0.0164721595281245
"349",0.0113230602204226
"350",-0.00521393994242148
"351",0.0116196213562278
"352",-0.0087462200364923
"353",0.0109122472456955
"354",-0.00917774637183406
"355",0.0237005181408336
"356",0.0287325885000183
"357",-0.0037614464453643
"358",-0.00823184626340598
"359",-0.0348681841020601
"360",-0.0550246294902133
"361",0.0232343962690376
"362",-0.0122143013216333
"363",-0.0949380264106436
"364",-0.0501825292487612
"365",0.00981470921030468
"366",0.141758957489062
"367",0.0542539967711596
"368",0.0337881876366969
"369",-0.059443589497971
"370",-0.027926510177566
"371",-0.0236334768758572
"372",-0.034785256478045
"373",0.00475333750533881
"374",0.0329373572687942
"375",-0.0271060756565323
"376",-0.0249611616527424
"377",0.0148529482569778
"378",-0.0423642533471455
"379",0.0553625006747458
"380",-0.0187259123937067
"381",-0.0333789237128608
"382",-0.0376881115004559
"383",-0.0207388724743457
"384",0.0768652198571294
"385",0.107078266056541
"386",-0.0446322450921552
"387",0.00411322088956406
"388",0.0274210442081266
"389",0.0241871208573855
"390",0.0339469034775165
"391",-0.00795572225256689
"392",-0.00915118896282844
"393",0.0496988254113826
"394",0.0874567792399323
"395",0.0774033600273912
"396",0.0806089797072717
"397",0.0242532737606088
"398",0.0225510064349729
"399",-0.0309303851838681
"400",0.0457410034063353
"401",-0.00132624331736891
"402",0.0306893503038113
"403",-0.0356774817298631
"404",-0.0100384407566885
"405",-0.0404739902999612
"406",-0.0020420053948622
"407",0.0475437469132314
"408",-0.0111205762525766
"409",0.0115176038798058
"410",0.00252783223050721
"411",0.0132332607534837
"412",-0.021236497151209
"413",-0.0125739925297948
"414",-0.0291075813830922
"415",-0.0396809902759657
"416",0.0214702634166964
"417",0.0716243122699849
"418",0.0342452968069866
"419",0.0319386820802861
"420",0.0630548042837549
"421",0.0124415944417851
"422",0.0118694153004464
"423",0.0245812350342991
"424",-0.0355838980278259
"425",0.0301179389091338
"426",0.0238108222960086
"427",0.0916393104115884
"428",0.0147747360583333
"429",-0.0100106452320954
"430",0.0227258589794774
"431",0.00644671909445939
"432",0.0345564148836883
"433",0.044609736105594
"434",0.0584312628725272
"435",0.0087463097701308
"436",0.118958645793572
"437",0.0952228456095254
"438",-0.0103971435912608
"439",-0.0131591848189382
"440",0.0644794733899641
"441",-0.0123009039314557
"442",0.0131957100650777
"443",-0.0180425979565243
"444",0.00893106329634838
"445",0.0291250091914057
"446",-0.00287793534883123
"447",0.00604506152158074
"448",0.00596280505536861
"449",-0.0464565895785681
"450",-0.0515250666542911
"451",0.00302071612424502
"452",0.0154673229517205
"453",-0.0266302257598943
"454",-0.0344944846310512
"455",-0.0293257796167685
"456",0.0800451857185328
"457",-0.00052964948485973
"458",0.0226344066183724
"459",0.0606171377673836
"460",0.000598519634195942
"461",-0.0295741239625276
"462",-0.0210941695476628
"463",-0.00541868105504112
"464",0.0350288237301292
"465",-0.0180393952165142
"466",0.00436924495546624
"467",0.0397984081017101
"468",0.0157569266082166
"469",-0.0118394473343744
"470",0.0106457432916983
"471",0.0138121645447606
"472",-0.0144164855312104
"473",0.0111571078939151
"474",0.0282054384788203
"475",0.0401372165627364
"476",0.0605677150386536
"477",0.0107653491609147
"478",-0.0135792157935362
"479",0.00312704453302319
"480",0.040902458012368
"481",0.00988576098634656
"482",-0.0162180521287937
"483",-0.0282895667930345
"484",-0.00133722592331828
"485",-0.0065944667020941
"486",-0.0216468248466755
"487",0.0485217179359129
"488",0.0199324675474081
"489",-0.00952186850888124
"490",-0.0259234303833178
"491",0.012138827353679
"492",0.0240098941241116
"493",0.0450334926005396
"494",0.021202632284452
"495",0.0121958357004746
"496",0.00351440283992082
"497",0.00685505287798603
"498",0.00757448942661623
"499",-0.00685697216735811
"500",-0.000306490609327423
"501",0.0143083616889289
"502",0.0392078820694094
"503",0.0295233722823172
"504",0.00404549869655201
"505",0.00661003100232855
"506",0.0528467703267279
"507",-0.0270596441873961
"508",-0.00354917750084647
"509",-0.000978321436325068
"510",-0.00304647984397201
"511",0.0310096086365892
"512",0.0153740272296087
"513",0.0444530711880344
"514",0.0120345770033552
"515",0.00597701310975723
"516",-0.0163622559960224
"517",0.00673335714523656
"518",0.0282832448600215
"519",0.0301304796879762
"520",0.0416098866435148
"521",0.00348619636130559
"522",0.00348935732943008
"523",0.000136383368778132
"524",0.0413900279178
"525",0.0138315197944844
"526",0.0587996773758681
"527",-0.00976910637500415
"528",0.00629136438940192
"529",-0.033169352401894
"530",0.000344344176700121
"531",0.0228106433528686
"532",-0.0446992238652274
"533",-0.0440329652152296
"534",-0.016152981548733
"535",-0.00843642797233332
"536",-0.0128263417182767
"537",0.0348288360713402
"538",-0.00520173162326396
"539",-0.0321991017280898
"540",-0.00699995513687067
"541",0.00501051465844807
"542",0.0159572784583785
"543",0.027161844135601
"544",0.0321968854938512
"545",0.00933417967512949
"546",0.0180339979876226
"547",0.0848713715007668
"548",0.0121586358302842
"549",-0.0208310297247412
"550",0.0266829422148317
"551",0.0214566547541089
"552",0.0254977332403897
"553",0.0286635505052572
"554",0.026942407682448
"555",-0.00303044352805762
"556",-0.0491924754355575
"557",-0.020203088119451
"558",-0.0197445600607692
"559",-0.00670469415938704
"560",0.0190932983776492
"561",-0.00113261710844282
"562",-0.0141296115913838
"563",0.0299376979246417
"564",0.0388559611157516
"565",0.0398635312868798
"566",-0.0271924528644284
"567",-0.0104054740409386
"568",0.00268479968581522
"569",-0.0280232561227322
"570",0.0237216516101844
"571",0.0106628545744863
"572",0.0197822811005927
"573",0.0653081307978486
"574",-0.0318548417970987
"575",0.0298205530038137
"576",0.0360475133270157
"577",0.0168035874317891
"578",0.0173730424721627
"579",0.0197990984454605
"580",-0.00799723622736816
"581",0.00164771070590375
"582",0.00284161691676748
"583",0.0216337549841909
"584",0.0266698974921837
"585",-0.00659838074267194
"586",0.0538051685889655
"587",0.0425986997226251
"588",-0.0201042961286554
"589",0.0114271373556736
"590",-0.000645663931603303
"591",0.00624559647255633
"592",-0.0555067832062371
"593",-0.00371900587660877
"594",-2.10746229123895e-05
"595",-0.0179392342076836
"596",-0.012259785238924
"597",-0.00962242944176299
"598",0.0018339412184501
"599",0.00647135348786657
"600",-0.00419608482763642
"601",-0.00869247546112408
"602",-0.0181923082965158
"603",0.0110634337710178
"604",0.0413282444762226
"605",0.0397854434874192
"606",-0.00993433220350638
"607",-0.00493893084854266
"608",0.0216832596550075
"609",0.019265513318521
"610",0.022411605817069
"611",-0.0186603972362283
"612",0.0169497104806803
"613",0.0314961039637867
"614",0.0252475458241746
"615",-0.00448582381175055
"616",0.0261032972549163
"617",-0.00908422519769687
"618",-0.0349283515990024
"619",0.00271876717290402
"620",0.00890081794500936
"621",0.0388912128509863
"622",0.0209515335461222
"623",0.0035884817028376
"624",0.066479199853388
"625",-0.0509687697924181
"626",-0.0216822914258897
"627",0.0105958559915209
"628",0.00228372434946263
"629",-0.0437752012568379
"630",0.0350961039885619
"631",0.000845412445400259
"632",0.0153710851522355
"633",0.0323007428412572
"634",0.0542580834649479
"635",0.0402906739031793
"636",-0.0398812101297152
"637",-0.00200228307356055
"638",0.0409095491932261
"639",-0.00244652150835387
"640",0.0281802674213996
"641",-0.0164590333955719
"642",0.0120953819969705
"643",0.062188542868327
"644",-0.0218270208791297
"645",-0.0994724871932639
"646",0.0281770360627199
"647",0.0477227854362841
"648",-0.0281942960451605
"649",0.00756796761402377
"650",0.0107771255665675
"651",0.0188516438157707
"652",0.0208333963568822
"653",0.0147820353565975
"654",-0.0597684639293559
"655",-0.00272458156063681
"656",0.00895177249389262
"657",0.0168822440916611
"658",0.045392614652577
"659",0.00938069768048611
"660",0.0175142161072985
"661",-0.0250483127753612
"662",0.0305836697421128
"663",0.0349129738402283
"664",-0.0125452421867814
"665",-0.00574958505710056
"666",0.0383164384999669
"667",0.0299999409567784
"668",0.0238226538484281
"669",-0.0317923936567583
"670",0.0350487948952004
"671",-0.0390174862654022
"672",-0.0248669590591835
"673",0.0105801273770663
"674",0.0278905554253456
"675",-0.0176608008298396
"676",0.019105687085272
"677",-0.0470961500822824
"678",-0.0297506840171731
"679",-0.00118283616344639
"680",0.00814701699777394
"681",0.0216662166336501
"682",0.0320907629608843
"683",0.0190167142531319
"684",0.00931842474144523
"685",0.0253680220051089
"686",-0.0302599855626865
"687",-0.0117247134154798
"688",0.0380954199427437
"689",-0.016708299511624
"690",0.00865474029983267
"691",-0.0243808446404537
"692",-0.0107268659478404
"693",0.0323343481271175
"694",0.0190607475405257
"695",0.0025606378463979
"696",0.0170778529434511
"697",0.0532139540748406
"698",-0.00426060597950886
"699",0.0212429452300141
"700",-0.00228729149754258
"701",0.0164510246894859
"702",-0.0231922311243002
"703",-0.0294514742538498
"704",0.0278880854807281
"705",-0.00346920367394281
"706",0.0264041977907675
"707",0.0150490925332712
"708",-0.020574963832737
"709",0.15321977223053
"710",0.11702542481029
"711",-0.119430476709016
"712",-0.0158807492036831
"713",0.0414235072656817
"714",-0.0669067365943501
"715",-0.0343784331911422
"716",0.0076864124368543
"717",0.00483492219098848
"718",0.0237289344053565
"719",0.0231461946837598
"720",-0.0233621012382182
"721",0.0142088520104445
"722",-0.061545705144697
"723",0.0267749218221289
"724",-0.000520335632563263
"725",-0.0186107933770976
"726",0.0313536276445716
"727",0.0494970776316083
"728",0.0500325818472596
"729",-0.00214382975536442
"730",0.0786699953209185
"731",-0.0211617517745103
"732",-0.038032991885213
"733",-0.0178534652684108
"734",-0.0358709541159668
"735",-0.0275913343902564
"736",0.0162501946485458
"737",-0.000459022747785645
"738",0.0220437683818848
"739",0.0348113864177171
"740",-0.0209807691282396
"741",0.0471938452080176
"742",0.0897092638238705
"743",0.104008380578068
"744",-0.0356843417441099
"745",0.0197520749210405
"746",0.0319598108099684
"747",-0.00340535857255736
"748",-0.0196531969101389
"749",-0.0389447286785969
"750",0.0425691125784823
"751",0.0778449316783342
"752",-0.014035668792178
"753",0.0324959088952083
"754",-0.0143896696395445
"755",-0.0195641860277834
"756",-0.00341330851158606
"757",0.0126668625322327
"758",-0.0223721032653375
"759",-0.0343449248584207
"760",0.0145367333216516
"761",0.00249937032734757
"762",0.038363396786855
"763",-0.065436496556937
"764",-0.0349514699280222
"765",-0.015554654036418
"766",-0.010760275031978
"767",0.00774455973913848
"768",0.0140275729583174
"769",-0.0272992623389234
"770",-0.020850292449655
"771",0.0604046698676728
"772",0.00769738907516627
"773",0.00537838616451493
"774",0.0171165184121873
"775",0.0275397671422434
"776",-0.000442915250789627
"777",0.00509014475695103
"778",0.0408912894007077
"779",-0.0188634159889698
"780",0.0277380943478671
"781",0.0328330122230677
"782",0.0262566953297618
"783",0.0827464225778592
"784",-0.05440378166684
"785",0.0126963351116254
"786",-0.0299195378590493
"787",-0.0198187915408089
"788",-0.0321323278121809
"789",0.0363432977352281
"790",-0.00258847957159683
"791",0.0197021587365735
"792",-0.0074296220200368
"793",-0.00654371071722923
"794",-0.00318426036723307
"795",0.0505342104309482
"796",0.0283791482887875
"797",0.0012742237132419
"798",-0.00705692172658436
"799",0.0063154097072299
"800",0.0639393726442114
"801",0.0190281570701673
"802",-0.012810697135263
"803",-0.013625376332858
"804",-0.0413211621925033
"805",-0.0716462962221534
"806",-0.0056243226640779
"807",0.00424820999553043
"808",0.0158793957719149
"809",-0.0065743986606027
"810",0.0149994804071968
"811",0.0158828626538992
"812",0.00405301707290351
"813",-0.0060242972787538
"814",0.0321137012229596
"815",-0.0217711407172656
"816",-0.00176638856367527
"817",0.00746901710459825
"818",0.0158902202657955
"819",-0.0355821199900876
"820",-0.0278373791697565
"821",0.0303732562332111
"822",-0.022203891611445
"823",0.0201784255080086
"824",0.00412911666880672
"825",-0.0157366537446739
"826",0.0142050946892642
"827",-0.0261396001062841
"828",-0.0273329383255894
"829",0.0194850814259679
"830",0.0539045424814487
"831",0.00836849959076051
"832",-0.0148981240081455
"833",0.0534250079570562
"834",-0.0177842550273162
"835",0.0646969667419176
"836",0.0141311174455496
"837",0.00112548811749781
"838",0.103324519998619
"839",-0.0264791036818088
"840",-0.00803125725441679
"841",-0.00795166896977308
"842",-0.0293655468087132
"843",0.0766502280063564
"844",0.0670569590767105
"845",0.0581410080127318
"846",0.0162553480337464
"847",-0.0231150414696662
"848",0.000727589400692937
"849",0.039419045857281
"850",-0.0508114160524568
