Date,spy_simulation
1887-12-31,2.6849263153933953
1888-01-31,2.6953975280234297
1888-02-29,2.7058871167366543
1888-03-31,2.716755763322213
1888-04-30,2.727554867481419
1888-05-31,2.738192331464597
1888-06-30,2.7491222825210264
1888-07-31,2.759752222013441
1888-08-31,2.770124290781175
1888-09-30,2.780212160073437
1888-10-31,2.7903135975883706
1888-11-30,2.8005912526728207
1888-12-31,2.811023455089027
1889-01-31,2.8212602655046433
1889-02-28,2.8313932919582476
1889-03-31,2.841727877473895
1889-04-30,2.8521001842266744
1889-05-31,2.862177604877609
1889-06-30,2.872099820574518
1889-07-31,2.882223972442043
1889-08-31,2.8922156822131755
1889-09-30,2.9019769101406445
1889-10-31,2.9119161810578764
1889-11-30,2.92193802591435
1889-12-31,2.9320187121037544
1890-01-31,2.9420120092141744
1890-02-28,2.952161950645963
1890-03-31,2.9624207134244576
1890-04-30,2.972492943850101
1890-05-31,2.982178316692146
1890-06-30,2.9919698021652854
1890-07-31,3.0018682355941153
1890-08-31,3.0120495720265055
1890-09-30,3.022441143049997
1890-10-31,3.0333471181745026
1890-11-30,3.0451518940427316
1890-12-31,3.057281749087335
1891-01-31,3.0688739423859577
1891-02-28,3.0803566457203853
1891-03-31,3.0920876706128375
1891-04-30,3.10350262759685
1891-05-31,3.1149855873189582
1891-06-30,3.1267706161243147
1891-07-31,3.1387826265745926
1891-08-31,3.1504484353366946
1891-09-30,3.1612912287016446
1891-10-31,3.1721713393470923
1891-11-30,3.1832475042736457
1891-12-31,3.1940440187256405
1892-01-31,3.204744066188371
1892-02-29,3.2155600774117565
1892-03-31,3.2263590000050644
1892-04-30,3.2373017342800816
1892-05-31,3.2483625152055384
1892-06-30,3.259596435570624
1892-07-31,3.2709506964878616
1892-08-31,3.2822627343132154
1892-09-30,3.2939968235883854
1892-10-31,3.3056081623915343
1892-11-30,3.317398164837398
1892-12-31,3.3294513781696407
1893-01-31,3.3413541668465974
1893-02-28,3.3535779541736446
1893-03-31,3.366349496882456
1893-04-30,3.379197730795557
1893-05-31,3.393418521245988
1893-06-30,3.4084343982025014
1893-07-31,3.4251357267536933
1893-08-31,3.4424041193760764
1893-09-30,3.458640792139134
1893-10-31,3.4745505397829737
1893-11-30,3.490330790151155
1893-12-31,3.5068226031346192
1894-01-31,3.5235092340212018
1894-02-28,3.53980546422855
1894-03-31,3.55549860178663
1894-04-30,3.5708465040843427
1894-05-31,3.5866177428107155
1894-06-30,3.602458637841463
1894-07-31,3.618459558291209
1894-08-31,3.6337173960953373
1894-09-30,3.648585356441027
1894-10-31,3.6637573905482275
1894-11-30,3.6787482645378873
1894-12-31,3.6937085074803413
1895-01-31,3.7087911505525533
1895-02-28,3.72402810086274
1895-03-31,3.739203515373756
1895-04-30,3.7536929289958296
1895-05-31,3.7673939081866643
1895-06-30,3.7807681565607267
1895-07-31,3.7940008451086893
1895-08-31,3.8069952980031867
1895-09-30,3.819843907133947
1895-10-31,3.8327995443856433
1895-11-30,3.8461504627985863
1895-12-31,3.8602530144955147
1896-01-31,3.874503781874027
1896-02-29,3.888161407705133
1896-03-31,3.9020291833926146
1896-04-30,3.9157513193542117
1896-05-31,3.9295217114939405
1896-06-30,3.943537005598269
1896-07-31,3.9585224462195425
1896-08-31,3.974389523691473
1896-09-30,3.9894590839688027
1896-10-31,4.004186837087121
1896-11-30,4.017967913451429
1896-12-31,4.032265182610127
1897-01-31,4.046613326218248
1897-02-28,4.061147412414915
1897-03-31,4.075699857309401
1897-04-30,4.090745982615968
1897-05-31,4.105779474102082
1897-06-30,4.120218131919341
1897-07-31,4.134089532963469
1897-08-31,4.147146365738412
1897-09-30,4.159622364388675
1897-10-31,4.172551857237983
1897-11-30,4.186008336977576
1897-12-31,4.199229146641864
1898-01-31,4.212246756996454
1898-02-28,4.225445130168377
1898-03-31,4.239459523183435
1898-04-30,4.253909014391619
1898-05-31,4.2676278709630315
1898-06-30,4.280964208059792
1898-07-31,4.294413570613446
1898-08-31,4.307547318783572
1898-09-30,4.320864819244145
1898-10-31,4.3346195722520715
1898-11-30,4.348093014755821
1898-12-31,4.360919889149351
1899-01-31,4.372912418844511
1899-02-28,4.3845735186280965
1899-03-31,4.39611956222715
1899-04-30,4.407622741748311
1899-05-31,4.419706974098604
1899-06-30,4.432155815408982
1899-07-31,4.4442703746377665
1899-08-31,4.456158797889922
1899-09-30,4.468264695957523
1899-10-31,4.480515188332273
1899-11-30,4.492612579340769
1899-12-31,4.5056785942590185
1900-01-31,4.5190829880769385
1900-02-28,4.532715555090971
1900-03-31,4.546729200682128
1900-04-30,4.5610892870742825
1900-05-31,4.57667300880512
1900-06-30,4.5932634484620385
1900-07-31,4.610411632002964
1900-08-31,4.627892776107641
1900-09-30,4.646327215665803
1900-10-31,4.664680208167682
1900-11-30,4.682211631283379
1900-12-31,4.699262685307303
1901-01-31,4.7159842283625215
1901-02-28,4.732411573424651
1901-03-31,4.74842289924807
1901-04-30,4.763340861189874
1901-05-31,4.779178969553331
1901-06-30,4.793715638919055
1901-07-31,4.809415057636515
1901-08-31,4.825045656573833
1901-09-30,4.840887889812917
1901-10-31,4.857024182778961
1901-11-30,4.872971412179085
1901-12-31,4.8893364745049865
1902-01-31,4.905430540400232
1902-02-28,4.921495825420043
1902-03-31,4.937613724248293
1902-04-30,4.953290647822781
1902-05-31,4.969099900473749
1902-06-30,4.985083838486939
1902-07-31,5.000828394943493
1902-08-31,5.016247615827902
1902-09-30,5.0317143793100385
1902-10-31,5.04777393437067
1902-11-30,5.06459984748524
1902-12-31,5.081903896964147
1903-01-31,5.098504783027564
1903-02-28,5.115329848811555
1903-03-31,5.133020364538695
1903-04-30,5.151584788190443
1903-05-31,5.1706885817799835
1903-06-30,5.191112801678014
1903-07-31,5.212699179078325
1903-08-31,5.235200663868014
1903-09-30,5.258453680150027
1903-10-31,5.282730207973387
1903-11-30,5.307162835185264
1903-12-31,5.330735483444879
1904-01-31,5.353790914410777
1904-02-29,5.377347594434185
1904-03-31,5.400873490159834
1904-04-30,5.423692180655759
1904-05-31,5.446878464728062
1904-06-30,5.469891526241538
1904-07-31,5.491862257205274
1904-08-31,5.5129601613767045
1904-09-30,5.5330365246310516
1904-10-31,5.551894957452502
1904-11-30,5.569614755525039
1904-12-31,5.587066215092351
1905-01-31,5.604293002588886
1905-02-28,5.620919071829899
1905-03-31,5.637219737138206
1905-04-30,5.653849535362763
1905-05-31,5.671470699747977
1905-06-30,5.689052258917196
1905-07-31,5.706261642000421
1905-08-31,5.722952457303273
1905-09-30,5.739739784511362
1905-10-31,5.756432861051316
1905-11-30,5.773366367717575
1905-12-31,5.79001290741116
1906-01-31,5.806417943982158
1906-02-28,5.823304942835906
1906-03-31,5.840920440287984
1906-04-30,5.859173316663885
1906-05-31,5.878264456387348
1906-06-30,5.8974667869448805
1906-07-31,5.91756731957705
1906-08-31,5.936651474182686
1906-09-30,5.955500342613216
1906-10-31,5.975302381252405
1906-11-30,5.995070673297048
1906-12-31,6.01540395466398
1907-01-31,6.036558125237881
1907-02-28,6.058641867046043
1907-03-31,6.0834318100187055
1907-04-30,6.108424575704866
1907-05-31,6.134588994304136
1907-06-30,6.1619901584786945
1907-07-31,6.188692115832102
1907-08-31,6.217933686079409
1907-09-30,6.24783158388664
1907-10-31,6.281830200755622
1907-11-30,6.318421861675024
1907-12-31,6.353699717069375
1908-01-31,6.387480220565127
1908-02-29,6.422451674772721
1908-03-31,6.455955464342785
1908-04-30,6.487643445746934
1908-05-31,6.517648796683514
1908-06-30,6.547521353668314
1908-07-31,6.576221322268561
1908-08-31,6.603622244444679
1908-09-30,6.631247397500607
1908-10-31,6.658435511830359
1908-11-30,6.683793053737914
1908-12-31,6.708467389761297
1909-01-31,6.733344622998329
1909-02-28,6.759267999796872
1909-03-31,6.785178527129427
1909-04-30,6.810227144525413
1909-05-31,6.834800714138576
1909-06-30,6.8592351266916225
1909-07-31,6.883585411391377
1909-08-31,6.907620597119485
1909-09-30,6.931912396219355
1909-10-31,6.956405153352663
1909-11-30,6.981274301775899
1909-12-31,7.006116002833052
1910-01-31,7.031746710543416
1910-02-28,7.05858454382199
1910-03-31,7.0849954143234575
1910-04-30,7.112331688297055
1910-05-31,7.140366129035093
1910-06-30,7.170117654572739
1910-07-31,7.201785674213769
1910-08-31,7.232993412135362
1910-09-30,7.2642761086428465
1910-10-31,7.294483390127953
1910-11-30,7.324998645643322
1910-12-31,7.356679264785728
1911-01-31,7.387761234679448
1911-02-28,7.4184204438033685
1911-03-31,7.449577809667343
1911-04-30,7.480990196098107
1911-05-31,7.511911622241979
1911-06-30,7.5423348643120605
1911-07-31,7.573007026093596
1911-08-31,7.605381631130147
1911-09-30,7.639732604830752
1911-10-31,7.674047737114116
1911-11-30,7.707174043179326
1911-12-31,7.740314891564997
1912-01-31,7.773598245598726
1912-02-29,7.807413397967081
1912-03-31,7.840464781351808
1912-04-30,7.872741361368374
1912-05-31,7.9052164194840175
1912-06-30,7.937891314017885
1912-07-31,7.970701264782492
1912-08-31,8.002982604904862
1912-09-30,8.03526130141131
1912-10-31,8.067804109682028
1912-11-30,8.100882106531724
1912-12-31,8.13544587018626
1913-01-31,8.170428287428061
1913-02-28,8.206854780209511
1913-03-31,8.244127579002962
1913-04-30,8.281638359487426
1913-05-31,8.320355018818029
1913-06-30,8.361332767285708
1913-07-31,8.401954908980105
1913-08-31,8.441724162215944
1913-09-30,8.481329918077009
1913-10-31,8.522393690430365
1913-11-30,8.564721579092835
1913-12-31,8.60733106894882
1914-01-31,8.64807243600851
1914-02-28,8.68799770375475
1914-03-31,8.728469293058074
1914-04-30,8.769711310467775
1914-05-31,8.810417387133862
1914-06-30,8.851092147404463
1914-07-31,8.893798667015691
1914-08-31,8.936266555650692
1914-09-30,8.978415946238178
1914-10-31,9.020315220653956
1914-11-30,9.06188383996247
1914-12-31,9.105003303900958
1915-01-31,9.14772094440176
1915-02-28,9.191248849895539
1915-03-31,9.233988157047554
1915-04-30,9.274002105728092
1915-05-31,9.315271415098582
1915-06-30,9.35633623658681
1915-07-31,9.397815993902343
1915-08-31,9.43783502700971
1915-09-30,9.476687447870901
1915-10-31,9.513725501312997
1915-11-30,9.549719096126298
1915-12-31,9.585848866706641
1916-01-31,9.623553205582354
1916-02-29,9.662929577448528
1916-03-31,9.703513881673812
1916-04-30,9.745724167059095
1916-05-31,9.788118067185803
1916-06-30,9.83126735433198
1916-07-31,9.876163475250095
1916-08-31,9.92192303268542
1916-09-30,9.9669850997922
1916-10-31,10.0117534745321
1916-11-30,10.056639502609587
1916-12-31,10.10449234557617
1917-01-31,10.154677990892532
1917-02-28,10.209174762776989
1917-03-31,10.263283389019708
1917-04-30,10.319560392936166
1917-05-31,10.379155854205374
1917-06-30,10.438922493332507
1917-07-31,10.501817001354835
1917-08-31,10.568153478746728
1917-09-30,10.639488514728269
1917-10-31,10.716624806460048
1917-11-30,10.802804330945332
1917-12-31,10.894178050911243
1918-01-31,10.979788133427988
1918-02-28,11.062319540897589
1918-03-31,11.14593223942754
1918-04-30,11.22971249676057
1918-05-31,11.310192102987354
1918-06-30,11.389928957313415
1918-07-31,11.46832963496959
1918-08-31,11.545263012937511
1918-09-30,11.62184659092333
1918-10-31,11.69457998083819
1918-11-30,11.76474746072322
1918-12-31,11.835532024611902
1919-01-31,11.906742475626649
1919-02-28,11.977686816210591
1919-03-31,12.0465585154038
1919-04-30,12.113216139189035
1919-05-31,12.175498258838031
1919-06-30,12.23607136267575
1919-07-31,12.294702537955239
1919-08-31,12.357507976753293
1919-09-30,12.419192537403921
1919-10-31,12.477873222143156
1919-11-30,12.538182942716848
1919-12-31,12.600246948283296
1920-01-31,12.663038178908907
1920-02-29,12.73162963571133
1920-03-31,12.795924365371672
1920-04-30,12.86075704882289
1920-05-31,12.930097963911127
1920-06-30,13.00089025026354
1920-07-31,13.071853442879561
1920-08-31,13.14592727905588
1920-09-30,13.217572582726733
1920-10-31,13.289277913988025
1920-11-30,13.365026798097757
1920-12-31,13.448446840362552
1921-01-31,13.528128887891699
1921-02-28,13.608283051552457
1921-03-31,13.69027295693806
1921-04-30,13.77173008103184
1921-05-31,13.850573235745747
1921-06-30,13.935985104032845
1921-07-31,14.021459146004247
1921-08-31,14.107807965245055
1921-09-30,14.191866987704639
1921-10-31,14.274534612908019
1921-11-30,14.352806644368798
1921-12-31,14.428039272529697
1922-01-31,14.504507880674105
1922-02-28,14.580414805249633
1922-03-31,14.654531913842986
1922-04-30,14.725484272525842
1922-05-31,14.794694048606711
1922-06-30,14.86546200180588
1922-07-31,14.936692340564536
1922-08-31,15.006272432384334
1922-09-30,15.074926128762492
1922-10-31,15.143014545110736
1922-11-30,15.215574823139393
1922-12-31,15.28924356457476
1923-01-31,15.36250452332168
1923-02-28,15.433300064999989
1923-03-31,15.50352158029574
1923-04-30,15.576904915775804
1923-05-31,15.654529825272753
1923-06-30,15.735933380364173
1923-07-31,15.820776287839971
1923-08-31,15.90594480018951
1923-09-30,15.991306703950528
1923-10-31,16.07872584726546
1923-11-30,16.16434506240215
1923-12-31,16.24786084522456
1924-01-31,16.329370947131437
1924-02-29,16.41115387995832
1924-03-31,16.495261043593107
1924-04-30,16.581998624580667
1924-05-31,16.669883217290945
1924-06-30,16.75684444140781
1924-07-31,16.840628663614847
1924-08-31,16.92230571263338
1924-09-30,17.005366029839557
1924-10-31,17.090251148605173
1924-11-30,17.171287422801477
1924-12-31,17.24870131026594
1925-01-31,17.324020639320768
1925-02-28,17.399524495940472
1925-03-31,17.47796735220967
1925-04-30,17.558220352301902
1925-05-31,17.63693970688139
1925-06-30,17.715130139581895
1925-07-31,17.792190955689076
1925-08-31,17.86899391331447
1925-09-30,17.944937137446058
1925-10-31,18.01940862656646
1925-11-30,18.092387231504055
1925-12-31,18.165058320217263
1926-01-31,18.23771855349813
1926-02-28,18.31142933265185
1926-03-31,18.39184702647108
1926-04-30,18.475989726617186
1926-05-31,18.560825312778572
1926-06-30,18.643266311876165
1926-07-31,18.72358771756983
1926-08-31,18.80207075608598
1926-09-30,18.88056940149264
1926-10-31,18.962070526075752
1926-11-30,19.043765446592264
1926-12-31,19.124860147785668
1927-01-31,19.207734541759404
1927-02-28,19.29016773583445
1927-03-31,19.372472451507345
1927-04-30,19.453836835803674
1927-05-31,19.53359756683047
1927-06-30,19.61335975689503
1927-07-31,19.692466974581173
1927-08-31,19.76861118021622
1927-09-30,19.841590303156515
1927-10-31,19.916657653136788
1927-11-30,19.990847202894724
1927-12-30,
1927-12-31,20.064313566365364
1928-01-03,20.177928025971056
1928-01-04,20.13248110598418
1928-01-05,19.939336524654504
1928-01-06,20.06431356636536
1928-01-09,19.88253043099625
1928-01-10,19.73483276965345
1928-01-11,19.712108741587716
1928-01-12,19.84844495696995
1928-01-13,19.97342199868081
1928-01-16,19.643941201968897
1928-01-17,19.655300375640273
1928-01-18,19.609855727942595
1928-01-19,19.746191943324828
1928-01-20,19.859807539075117
1928-01-23,20.04158953829963
1928-01-24,20.121119660023616
1928-01-25,19.905253322917396
1928-01-26,20.030228092339062
1928-01-27,20.098399040391673
1928-01-30,19.871168985035688
1928-01-31,20.03541828489
1928-02-01,19.989806634578258
1928-02-02,20.103836330517492
1928-02-03,19.841563924706087
1928-02-06,19.89858105331524
1928-02-07,19.887177855657363
1928-02-08,19.94419270362698
1928-02-09,20.01261074925448
1928-02-10,20.001209832236135
1928-02-14,19.887177855657367
1928-02-15,19.841563924706087
1928-02-16,19.784547936416704
1928-02-17,19.431049949342277
1928-02-20,19.328421170421386
1928-02-21,19.510872332947418
1928-02-23,19.533676447623638
1928-02-24,19.59069357623279
1928-02-27,19.510872332947418
1928-02-28,19.567887180917037
1928-02-29,19.755624865877262
1928-03-01,19.801407324684345
1928-03-02,19.801407324684345
1928-03-05,20.110447792205303
1928-03-06,20.224906800698218
1928-03-07,20.12189369305459
1928-03-08,20.190567953560258
1928-03-09,20.522500222779797
1928-03-12,20.60262152872484
1928-03-13,20.51105432193051
1928-03-14,20.522500222779797
1928-03-15,20.682742834669877
1928-03-16,20.90021495080642
1928-03-19,21.014675103889417
1928-03-20,21.12913182320216
1928-03-21,21.346605083928786
1928-03-22,21.289375579682332
1928-03-23,21.495402939559668
1928-03-26,21.80443997331037
1928-03-27,21.678537353148336
1928-03-28,21.621305559721705
1928-03-29,21.689983253997625
1928-03-30,22.067697982024246
1928-03-31,22.14732559224272
1928-04-02,21.722297988952892
1928-04-03,21.84865720517631
1928-04-04,21.814195600751738
1928-04-05,22.08988843614829
1928-04-09,22.135837242047714
1928-04-10,21.940554816975162
1928-04-11,22.33112081584042
1928-04-12,22.296658062695702
1928-04-13,22.6642485098911
1928-04-16,22.606812502516817
1928-04-17,22.42301727891912
1928-04-18,22.42301727891912
1928-04-19,22.549375346422387
1928-04-20,22.21624765237171
1928-04-23,21.997990824349444
1928-04-24,22.112862839098007
1928-04-25,22.204760450896853
1928-04-26,22.36558012282469
1928-04-27,22.606812502516817
1928-04-30,22.764651245661934
1928-05-01,22.799231615384524
1928-05-02,22.85686249121398
1928-05-03,22.972126548154044
1928-05-04,23.32944512466823
1928-05-07,23.525394021466333
1928-05-08,23.36402434175025
1928-05-09,23.32944512466823
1928-05-10,23.294864754945642
1928-05-11,23.467763145636873
1928-05-14,23.559974391188923
1928-05-15,23.502340057437753
1928-05-16,23.110442263841545
1928-05-17,23.19112940898073
1928-05-18,22.960600142460038
1928-05-21,22.62633322469329
1928-05-22,22.31512257623627
1928-05-23,22.764651245661938
1928-05-24,22.902969266630585
1928-05-25,22.93754733107203
1928-05-28,22.55717594316983
1928-05-29,22.845336085519982
1928-05-31,23.12934326389858
1928-06-01,23.210295965322228
1928-06-04,22.898048674792435
1928-06-05,22.955873189419343
1928-06-06,22.736144428412306
1928-06-07,22.678322226719725
1928-06-08,22.400770107552944
1928-06-11,21.602806608481277
1928-06-12,21.209607772995
1928-06-13,21.845663556285047
1928-06-14,22.030698302396235
1928-06-15,21.67219463827297
1928-06-18,21.278995802786696
1928-06-19,21.209607772995003
1928-06-20,21.47559522052984
1928-06-21,21.464029392430724
1928-06-22,21.440902362101156
1928-06-25,21.35994734774318
1928-06-26,21.60280660848128
1928-06-27,21.810971854323533
1928-06-28,22.053828802127306
1928-06-29,22.134780347083787
1928-06-30,22.21335881731593
1928-07-02,22.027668358428674
1928-07-03,22.387447031704816
1928-07-05,22.607954669240808
1928-07-06,22.503501972722002
1928-07-09,22.5847420562357
1928-07-10,22.549926038159594
1928-07-11,21.992852340352567
1928-07-12,21.83036985217992
1928-07-13,22.004455745423563
1928-07-16,21.702709184946496
1928-07-17,21.81876412596368
1928-07-18,22.085698150082507
1928-07-19,22.039274084644912
1928-07-20,22.08569815008251
1928-07-23,22.190149686028697
1928-07-24,22.155331346807344
1928-07-25,22.282995495758637
1928-07-26,22.329417240050986
1928-07-27,22.53832031194336
1928-07-30,22.596347782451947
1928-07-31,22.630143072787305
1928-08-01,22.618496061427148
1928-08-02,22.51367295918572
1928-08-03,22.54861515796733
1928-08-06,22.804848243189674
1928-08-07,22.700025140948252
1928-08-08,22.420496868304458
1928-08-09,22.478730760404112
1928-08-10,22.420496868304458
1928-08-13,22.467086078446226
1928-08-14,22.28073156728142
1928-08-15,22.6767299535268
1928-08-16,22.83979044197129
1928-08-17,22.87472914664949
1928-08-20,23.026141459032683
1928-08-21,23.317316743036635
1928-08-22,23.29402272031632
1928-08-23,23.317316743036635
1928-08-24,23.690021106561698
1928-08-27,23.73660798730119
1928-08-28,23.922962498465996
1928-08-29,23.969549379205493
1928-08-30,24.004491577987103
1928-08-31,24.390529444154907
1928-09-04,24.507395953330278
1928-09-05,24.624265968571056
1928-09-06,24.472337636741525
1928-09-07,24.647639737881516
1928-09-10,24.448962698742594
1928-09-11,24.635952853226282
1928-09-12,24.72944793046813
1928-09-13,24.706072992469203
1928-09-14,24.706072992469203
1928-09-17,24.928124969607047
1928-09-18,24.75282169977859
1928-09-19,24.75282169977859
1928-09-20,24.799568069711043
1928-09-21,24.963186792261208
1928-09-24,25.04499381615936
1928-09-25,25.0216200468489
1928-09-26,25.00993316219367
1928-09-27,24.694386107813976
1928-09-28,24.706072992469206
1928-09-30,24.786779497577943
1928-10-01,25.04473320244927
1928-10-02,24.92748141182538
1928-10-03,24.845407151649166
1928-10-04,24.927481411825383
1928-10-05,24.880579992072114
1928-10-08,24.751606657154998
1928-10-09,24.833680917331215
1928-10-10,25.103357339001953
1928-10-11,25.220607957119665
1928-10-15,25.384758822484457
1928-10-16,25.466833082660674
1928-10-17,25.548910860355438
1928-10-18,25.607534996908115
1928-10-19,25.748234566143186
1928-10-22,25.572358638966616
1928-10-23,25.736511849343774
1928-10-24,25.783410924084674
1928-10-25,25.689610429590505
1928-10-26,25.384758822484454
1928-10-29,25.795135985896444
1928-10-30,25.51373450241394
1928-10-31,25.502215801690053
1928-11-01,25.866869256419015
1928-11-02,25.81981837404578
1928-11-05,26.16094462313592
1928-11-07,26.16094462313592
1928-11-08,26.337388666864594
1928-11-09,26.525596901563418
1928-11-12,26.866725503256493
1928-11-13,26.949066605937226
1928-11-14,26.949066605937226
1928-11-15,27.090223958262808
1928-11-16,27.490166456997798
1928-11-19,27.490166456997798
1928-11-20,27.725425574069856
1928-11-21,27.313718884364718
1928-11-22,27.666610500726474
1928-11-23,27.878345941064115
1928-11-26,27.995973735147942
1928-11-27,28.125368072804847
