,spxl_simulation
1958-02-14,24465.154529972744
1958-02-17,24073.481650056605
1958-02-18,24177.911486126126
1958-02-19,24141.70756186644
1958-02-20,23718.324212435582
1958-02-21,23665.190565176243
1958-02-24,23264.801296041172
1958-02-25,23195.183253740306
1958-02-26,23725.430361118928
1958-02-27,23307.02104750255
1958-02-28,23832.223646544106
1958-03-01,23754.768919692837
1958-03-03,24259.852359183275
1958-03-04,24648.15909411347
1958-03-05,24861.761735086824
1958-03-06,25813.981626973764
1958-03-07,25942.01081331972
1958-03-10,26199.951540660935
1958-03-11,26757.527770357832
1958-03-12,26567.620540629374
1958-03-13,26660.514617205783
1958-03-14,26414.565508271116
1958-03-17,25870.60545982184
1958-03-18,25592.637445573797
1958-03-19,25958.1766576123
1958-03-20,25994.13578823794
1958-03-21,26567.163124185114
1958-03-24,26866.71810267201
1958-03-25,26600.621719342438
1958-03-26,26336.300899954167
1958-03-27,26092.42028801887
1958-03-28,26147.06084168519
1958-03-31,26234.665678818117
1958-04-01,25841.691675987597
1958-04-02,25230.503645539837
1958-04-03,25011.149178954554
1958-04-07,24738.808445740353
1958-04-08,24917.37781998912
1958-04-09,25313.322771942738
1958-04-10,25403.464834903105
1958-04-11,25475.54598535561
1958-04-14,25950.579570757454
1958-04-15,26746.586857245307
1958-04-16,26121.43873978864
1958-04-17,26399.597136033834
1958-04-18,27260.813629276556
1958-04-21,27680.97936713572
1958-04-22,27428.392026465342
1958-04-23,27427.28621777495
1958-04-24,28079.821402165897
1958-04-25,28508.28717533012
1958-04-28,28230.996677669897
1958-04-29,27798.749254431073
1958-04-30,28939.395552266607
1958-05-01,29072.253406611293
1958-05-02,29371.548464204763
1958-05-05,29572.049848586077
1958-05-06,30016.559518142207
1958-05-07,29851.663963033036
1958-05-08,29972.779569968257
1958-05-09,30175.973400492643
1958-05-12,29476.650834976997
1958-05-13,29212.69713956421
1958-05-14,28206.956196068986
1958-05-15,28637.560096538677
1958-05-16,28676.05342799241
1958-05-19,28436.813993424606
1958-05-20,29165.657740880513
1958-05-21,29044.09681387676
1958-05-22,29503.096411719933
1958-05-23,29683.85844838521
1958-05-26,29642.061739780453
1958-05-27,29519.194972173023
1958-05-28,29639.338263730784
1958-05-29,30124.81383938321
1958-05-31,30424.09433924465
1958-06-01,30360.964343490716
1958-06-02,30814.227207528736
1958-06-03,31125.92141128809
1958-06-04,31208.67921850333
1958-06-05,31312.616694140168
1958-06-06,31501.12772701946
1958-06-09,31351.669045732713
1958-06-10,31160.480213652994
1958-06-11,31180.24465556584
1958-06-12,31725.636331223228
1958-06-13,32298.609015362545
1958-06-16,32641.67230285806
1958-06-17,32120.16813425227
1958-06-18,32976.55672634343
1958-06-19,31382.404998040747
1958-06-20,31887.641653700728
1958-06-23,31545.08576368391
1958-06-24,31183.825185696987
1958-06-25,31413.717025712493
1958-06-26,31855.88650712984
1958-06-27,31982.48468542829
1958-06-30,33017.176657011616
1958-07-01,33028.30359848448
1958-07-02,33114.505052737644
1958-07-03,33441.97906194401
1958-07-07,33771.589453394256
1958-07-08,33281.649533509626
1958-07-09,32950.41916835175
1958-07-10,33320.461253438014
1958-07-11,33979.37145089374
1958-07-14,32684.818922042818
1958-07-15,32618.33864079288
1958-07-16,32920.716877795014
1958-07-17,33574.16414610021
1958-07-18,34059.28805047331
1958-07-21,35308.07458324966
1958-07-22,35489.55041976166
1958-07-23,35465.18331807349
1958-07-24,36037.005357273636
1958-07-25,36777.14767057142
1958-07-28,37198.48312990923
1958-07-29,36747.281004654906
1958-07-30,37050.985825468255
1958-07-31,37633.81263234679
1958-08-01,38191.04566387807
1958-08-04,39275.15694089412
1958-08-05,38806.599754688956
1958-08-06,38097.98059771405
1958-08-07,38842.99408379154
1958-08-08,39524.45086795541
1958-08-11,39794.307706976506
1958-08-12,38726.78439505107
1958-08-13,38919.95478630998
1958-08-14,39162.5996415016
1958-08-15,38155.59396303853
1958-08-18,37479.30652769804
1958-08-19,37668.282766033095
1958-08-20,37714.548690792326
1958-08-21,38454.25057184351
1958-08-22,38694.90388643422
1958-08-25,38717.669840196264
1958-08-26,39105.39420161058
1958-08-27,39128.30461725848
1958-08-28,38514.19886237373
1958-08-29,38730.83398200136
1958-08-31,39080.75482012472
1958-09-01,38842.36221572196
1958-09-02,39450.88569794914
1958-09-03,39893.11765203478
1958-09-04,39692.78395808484
1958-09-05,39369.357725747366
1958-09-08,39761.710284043336
1958-09-09,40577.972478434946
1958-09-10,40199.53412401112
1958-09-11,41021.70346986913
1958-09-12,40741.73625824971
1958-09-15,41823.07002699546
1958-09-16,42820.8297018493
1958-09-17,42819.103328477926
1958-09-18,42895.474386970556
1958-09-19,42945.86847722446
1958-09-22,42422.52473724354
1958-09-23,43352.04055585837
1958-09-24,43927.614922604436
1958-09-25,43369.91250611042
1958-09-26,43604.393093577695
1958-09-29,44155.8094520094
1958-09-30,45048.398016002626
1958-10-01,44534.412780518534
1958-10-02,45040.50743959501
1958-10-03,45577.34895540586
1958-10-06,47475.70147224221
1958-10-07,47473.7874321038
1958-10-08,47443.98877750111
1958-10-09,47414.19500729311
1958-10-10,48359.63858603523
1958-10-13,49007.00105667211
1958-10-14,47979.69189817633
1958-10-15,46068.31548804464
1958-10-16,47050.11505165343
1958-10-17,48489.093334865676
1958-10-20,47950.04869374903
1958-10-21,47948.115529730545
1958-10-22,47385.0576276203
1958-10-23,47104.79644626212
1958-10-24,46659.29716634413
1958-10-27,45582.98587828061
1958-10-28,46015.11048331996
1958-10-29,47350.58102351119
1958-10-30,47904.97413494283
1958-10-31,48479.62428177896
1958-11-01,48156.02278969809
1958-11-03,48801.41251118548
1958-11-05,50134.000832131016
1958-11-06,51346.07039528205
1958-11-07,50785.988463705595
1958-11-10,51687.715856185554
1958-11-11,52894.988870703084
1958-11-12,53102.5163865677
1958-11-13,52439.73112979344
1958-11-14,53211.84891214443
1958-11-17,53660.74243848052
1958-11-18,53325.96812206926
1958-11-19,53534.59279496861
1958-11-20,53562.617125166485
1958-11-21,52020.324543938616
1958-11-24,50034.14450250307
1958-11-25,47118.360053417884
1958-11-26,49554.577888592496
1958-11-28,51213.94159434887
1958-11-30,51636.952557786455
1958-12-01,51897.16147881739
1958-12-02,51215.45175762983
1958-12-03,51418.4049600879
1958-12-04,51475.06229741708
1958-12-05,51208.51000424315
1958-12-08,51206.44547142875
1958-12-09,52258.57690028303
1958-12-10,54156.05940937096
1958-12-11,53819.576334214304
1958-12-12,53423.982893356704
1958-12-15,53873.54778039789
1958-12-16,54477.039863604085
1958-12-17,55542.61590989568
1958-12-18,56251.15321713147
1958-12-19,55999.566570034534
1958-12-22,54878.7644025745
1958-12-23,53987.61705346124
1958-12-24,56077.444546731494
1958-12-29,58033.90736261632
1958-12-30,58635.86027140187
1958-12-31,60009.51197093717
1959-01-01,59586.444911542065
1959-01-02,60328.73827843194
1959-01-05,61044.508595336054
1959-01-06,60811.73226256015
1959-01-07,58512.01810363065
1959-01-08,60140.628622589036
1959-01-09,61343.18113799742
1959-01-12,61373.70265964794
1959-01-13,60347.97308335074
1959-01-14,60835.106069266505
1959-01-15,61521.734065603785
1959-01-16,61453.1335837297
1959-01-19,61021.218541748785
1959-01-20,61150.272932398555
1959-01-21,62201.36575056559
1959-01-22,61965.76940199257
1959-01-23,62062.909077051336
1959-01-26,61295.70323492504
1959-01-27,61326.20113377317
1959-01-28,59278.792297931235
1959-01-29,59405.36601530251
1959-01-30,60210.10912694229
1959-01-31,60683.34154591036
1959-02-01,60273.728990475465
1959-02-02,59488.657941259225
1959-02-03,59712.5341431457
1959-02-04,58997.21223480022
1959-02-05,58191.20295418846
1959-02-06,56787.420385979836
1959-02-09,54309.76441246633
1959-02-10,56557.80528252278
1959-02-11,56649.22654313246
1959-02-12,55552.52959478139
1959-02-13,56846.50944562193
1959-02-16,57094.92514125439
1959-02-17,56432.6300509906
1959-02-18,56461.53265566123
1959-02-19,60202.5655616847
1959-02-20,60265.22227733915
1959-02-24,60132.53636813599
1959-02-25,59349.73956884575
1959-02-26,59669.6597221702
1959-02-27,59893.68392951757
1959-02-28,60373.41339907872
1959-03-01,59950.79950528517
1959-03-02,60987.05365035237
1959-03-03,62691.750880434854
1959-03-04,63023.57270449667
1959-03-05,63289.46193305075
1959-03-06,62546.679352476356
1959-03-09,62343.875915068274
1959-03-10,62874.3076351856
1959-03-11,63005.75166488476
1959-03-12,63841.79741135581
1959-03-13,64076.0924203531
1959-03-16,62004.36006686687
1959-03-17,63528.186175619485
1959-03-18,63087.26361567464
1959-03-19,62916.90849990135
1959-03-20,63081.87898469537
1959-03-23,61334.20838264267
1959-03-24,61628.14221682868
1959-03-25,61361.35480506173
1959-03-26,60963.55812082025
1959-03-30,59944.32192246565
1959-03-31,60381.5286904858
1959-04-01,60750.63026167196
1959-04-02,61762.6947529344
1959-04-03,63216.03635447037
1959-04-06,63751.11189703102
1959-04-07,63343.06433390265
1959-04-08,62432.081542602034
1959-04-09,62296.27796371621
1959-04-10,62460.13641049884
1959-04-13,63157.54173146978
1959-04-14,64095.13626325055
1959-04-15,64940.22196741226
1959-04-16,66545.15139082928
1959-04-17,68245.77645286878
1959-04-20,69126.7324680002
1959-04-21,68910.05195042666
1959-04-22,67555.3951731371
1959-04-23,67096.28826924902
1959-04-24,68351.64214482997
1959-04-27,68985.70301868588
1959-04-28,68199.79876808806
1959-04-29,67384.58964303636
1959-04-30,67555.37775191086
1959-05-01,67284.16524459537
1959-05-04,67281.45260236021
1959-05-05,67628.85336336127
1959-05-06,67134.28413151728
1959-05-07,64579.51921398959
1959-05-08,66075.59300601995
1959-05-11,68286.20439142713
1959-05-12,68283.45135077578
1959-05-13,68316.04889172707
1959-05-14,69727.45451260978
1959-05-15,68972.06348078183
1959-05-18,68933.71284267641
1959-05-19,69535.50426853793
1959-05-20,68710.00713751421
1959-05-21,68884.6564450807
1959-05-22,69557.22972105826
1959-05-25,69017.8032937441
1959-05-26,68694.72500514878
1959-05-27,69046.71898937279
1959-05-28,69755.87947232206
1959-05-29,70792.42024464945
1959-05-31,71334.66779876844
1959-06-01,70576.9864607024
1959-06-02,69129.61447325772
1959-06-03,69198.05835632645
1959-06-04,66985.68604762801
1959-06-05,66564.5323861935
1959-06-08,63957.60248526436
1959-06-09,62602.86486530631
1959-06-10,65366.14569507711
1959-06-11,65569.24744129938
1959-06-12,65704.0450978804
1959-06-15,64669.21877409664
1959-06-16,63202.78486244872
1959-06-17,64976.9736214684
1959-06-18,64837.77260275958
1959-06-19,65107.92729661272
1959-06-22,65105.30239203396
1959-06-23,65068.48278023431
1959-06-24,66056.92697668119
1959-06-25,67158.85621575713
1959-06-26,68028.64372617894
1959-06-29,69398.67287128833
1959-06-30,70293.87502787609
1959-07-01,71532.02185205226
1959-07-02,72657.24292102199
1959-07-06,74014.80952237142
1959-07-07,75351.89431782172
1959-07-08,75424.1995226025
1959-07-09,75195.00672114728
1959-07-10,74966.27351683564
1959-07-13,73086.278864779
1959-07-14,73600.01329752093
1959-07-15,73745.36210392271
1959-07-16,73074.11416732158
1959-07-17,72259.36647078501
1959-07-20,71230.98184871976
1959-07-21,73041.83394887883
1959-07-22,73776.56498293851
1959-07-23,73996.35719948242
1959-07-24,73918.9832378279
1959-07-27,75291.52070975269
1959-07-28,76417.48171981558
1959-07-29,77554.57831539412
1959-07-30,77090.88717505337
1959-07-31,77706.10732981877
1959-08-01,77049.4907228818
1959-08-03,77810.3891246166
1959-08-04,77422.75778345497
1959-08-05,76231.65374707266
1959-08-06,76001.03457477286
1959-08-07,74597.5417234466
1959-08-10,69922.06411277041
1959-08-11,72674.61821592244
1959-08-12,72157.74445345529
1959-08-13,71789.48696599368
1959-08-14,72296.33686443532
1959-08-17,71854.43865409796
1959-08-18,69847.830208994
1959-08-19,68593.90514388811
1959-08-20,71663.55923873426
1959-08-21,71442.56391642001
1959-08-24,70677.84447764987
1959-08-25,71107.21279236238
1959-08-26,71393.63748991606
1959-08-27,73239.96678271696
1959-08-28,73310.75553204236
1959-08-31,73864.96166259801
1959-09-01,70401.78568418318
1959-09-02,70578.32660776205
1959-09-03,68203.70431720062
1959-09-04,69184.33475070905
1959-09-08,66203.3336697328
1959-09-09,64789.39772206625
1959-09-10,63768.9769220225
1959-09-11,65176.27659873951
1959-09-14,63743.20620287252
1959-09-15,62700.42641960882
1959-09-16,62830.64803419249
1959-09-17,61797.91941665622
1959-09-18,61072.38572877931
1959-09-21,58070.108530037585
1959-09-22,57658.005891975794
1959-09-23,59788.84251382269
1959-09-24,62871.198931543906
1959-09-25,62702.57594355193
1959-09-28,64092.70836799895
1959-09-29,65301.311681079045
1959-09-30,63670.149523152635
1959-10-01,63224.403415540175
1959-10-02,64087.948842942315
1959-10-05,63883.68297754654
1959-10-06,63713.407728010854
1959-10-07,63208.62806920487
1959-10-08,62773.1505814186
1959-10-09,63400.44742247998
1959-10-12,64465.68836623151
1959-10-13,63923.25107069226
1959-10-14,62410.93668642034
1959-10-15,62936.67391116119
1959-10-16,64461.35964781143
1959-10-19,63379.3315998626
1959-10-20,62209.473803025285
1959-10-21,61844.641132842364
1959-10-22,60037.6654902575
1959-10-23,61836.37818040708
1959-10-26,63080.227089903135
1959-10-27,64672.9656233692
1959-10-28,64805.51935134678
1959-10-29,64633.73445535846
1959-10-30,65002.651615139635
1959-10-31,65518.42710150765
1959-11-01,64838.673420329505
1959-11-02,64464.07115427363
1959-11-04,63956.17315155078
1959-11-05,64154.65118336224
1959-11-06,65092.21687570648
1959-11-09,64750.57741028588
1959-11-10,64680.401092792184
1959-11-11,64711.558214204044
1959-11-12,63628.34622374374
1959-11-13,62557.33222945691
1959-11-16,60475.07754205067
1959-11-17,60988.96877790061
1959-11-18,62966.11252102562
1959-11-19,62797.834656909414
1959-11-20,62894.56846439626
1959-11-23,63256.35429505878
1959-11-24,64151.43694195199
1959-11-25,64450.87468021415
1959-11-27,65323.48639487393
1959-11-30,67811.6944740688
1959-12-01,68513.85431009051
1959-12-02,68160.92560819504
1959-12-03,68611.81534629564
1959-12-04,69029.61518971852
1959-12-07,69413.91766398132
1959-12-08,70753.2507002863
1959-12-09,69426.90820750411
1959-12-10,69600.7045277371
1959-12-11,69102.60728337089
1959-12-14,69663.15779130402
1959-12-15,69164.78154085441
1959-12-16,69408.58724120844
1959-12-17,69017.37393590526
1959-12-18,69999.54179132877
1959-12-21,70245.28078506529
1959-12-22,69993.30994726141
1959-12-23,69351.38784568559
1959-12-24,69489.74475668649
1959-12-28,69416.27565681368
1959-12-29,70543.34169452752
1959-12-30,72217.83871868919
1959-12-31,73209.58622905341
1960-01-01,72413.43197881246
1960-01-04,72483.06260631254
1960-01-05,74222.34354743594
1960-01-06,73260.69936116804
1960-01-07,71649.48764181658
1960-01-08,70962.39740320397
1960-01-11,68347.6431860334
1960-01-12,67088.88197432579
1960-01-13,65949.08440220435
1960-01-14,67036.49305860631
1960-01-15,66964.91385097044
1960-01-18,65276.0403307809
1960-01-19,63176.09924647659
1960-01-20,62511.67585870351
1960-01-21,62969.19971704701
1960-01-22,63528.0081840164
1960-01-25,61532.578486649014
1960-01-26,61790.19262428459
1960-01-27,61331.2843053722
1960-01-28,59414.91230763006
1960-01-29,57761.220619723106
1960-01-31,58223.86973246951
1960-02-01,58744.453526076366
1960-02-02,61450.463818772325
1960-02-03,59825.74603611794
1960-02-04,59663.997052371655
1960-02-05,58739.11646316265
1960-02-08,56659.158996591395
1960-02-09,58254.63841701576
1960-02-10,57156.89187389756
1960-02-11,56196.64464387006
1960-02-12,57049.852239835316
1960-02-15,56152.60912128378
1960-02-16,54806.84136752536
1960-02-17,55705.89236679137
1960-02-18,58042.01856284479
1960-02-19,59412.72491337814
1960-02-23,58459.5475189761
1960-02-24,57830.175939607114
1960-02-25,58419.21244279179
1960-02-26,59137.56624142829
1960-02-29,59512.96431127443
1960-03-01,58668.1405063232
1960-03-02,57440.25209366115
1960-03-03,54835.46530521678
1960-03-04,54202.61965746709
1960-03-07,52561.542670158655
1960-03-08,50953.97398210838
1960-03-09,52581.455785278325
1960-03-10,51966.34258467127
1960-03-11,53151.66341949337
1960-03-14,53384.69900923963
1960-03-15,54620.857511357564
1960-03-16,55516.69351491215
1960-03-17,55272.37063947611
1960-03-18,55420.991792869914
1960-03-21,55600.108299731386
1960-03-22,56264.2229569042
1960-03-23,57635.74494618933
1960-03-24,58377.90261669165
1960-03-25,58375.549041171136
1960-03-28,57997.79322884488
1960-03-29,57746.263819416185
1960-03-30,57371.248686785766
1960-03-31,56885.72207607713
1960-04-01,56701.617924043734
1960-04-04,57036.905518628024
1960-04-05,56510.85441335662
1960-04-06,59999.03946667448
1960-04-07,60028.4791641409
1960-04-08,59611.84660627942
1960-04-11,58911.73095273613
1960-04-12,59318.39542488996
1960-04-13,59316.00393226809
1960-04-14,59724.508093655226
1960-04-18,60230.12368876996
1960-04-19,58758.93081599681
1960-04-20,56589.604152591426
1960-04-21,57046.6569475099
1960-04-22,56520.987060335414
1960-04-25,54805.342181169784
1960-04-26,55342.59461801388
1960-04-27,55340.363414594496
1960-04-28,53890.27398228504
1960-04-29,53325.09218597172
1960-04-30,53788.20374991765
1960-05-01,53345.79577407458
1960-05-02,52637.214071819275
1960-05-03,54677.18145358704
1960-05-04,55303.2181682512
1960-05-05,54758.40611650739
1960-05-06,54426.80659578783
1960-05-09,54573.72386979438
1960-05-10,53436.227860164916
1960-05-11,53875.94459173122
1960-05-12,54703.082948740695
1960-05-13,56047.2645614204
1960-05-16,55892.98104794075
1960-05-17,56528.05634971238
1960-05-18,56464.62186357391
1960-05-19,57195.655270394476
1960-05-20,57347.43248163544
1960-05-23,57437.726315443106
1960-05-24,57250.004005668634
1960-05-25,57155.182159149095
1960-05-26,57276.08236212172
1960-05-27,57366.31248244728
1960-05-31,58148.135112708595
1960-06-01,57975.644226201766
1960-06-02,58720.181308070154
1960-06-03,59031.65462296376
1960-06-06,61107.9248606324
1960-06-07,62845.57412900904
1960-06-08,64353.16935193548
1960-06-09,64717.42129734704
1960-06-10,64614.3918991695
1960-06-13,64678.66730072915
1960-06-14,64408.37100270188
1960-06-15,63271.314995366156
1960-06-16,63037.96726006625
1960-06-17,62838.0862741485
1960-06-20,61916.61477379229
1960-06-21,61751.63941140206
1960-06-22,62300.59378807172
1960-06-23,63309.5998741682
1960-06-24,63603.86275116812
1960-06-27,62443.4677936144
1960-06-28,61166.58406606365
1960-06-29,61164.11806148866
1960-06-30,61618.62191365962
1960-07-01,61716.51045193133
1960-07-05,61584.22616225119
1960-07-06,61322.529026146636
1960-07-07,62289.33718749341
1960-07-08,62743.87228109638
1960-07-11,61068.3120243375
1960-07-12,59068.54245301004
1960-07-13,58593.60639324333
1960-07-14,58653.91421565655
1960-07-15,58432.06764844753
1960-07-18,57335.09419904535
1960-07-19,57332.782665603336
1960-07-20,57052.55648492633
1960-07-21,55480.558026827624
1960-07-22,54330.456667394305
1960-07-25,52719.79585316085
1960-07-26,53680.983081619794
1960-07-27,52674.33153084595
1960-07-28,53839.08100886455
1960-07-29,56619.13298711366
1960-07-31,57110.85225382358
1960-08-01,56841.895788559996
1960-08-02,55334.88151587428
1960-08-03,54367.50735869957
1960-08-04,54872.02420323128
1960-08-05,56519.27164686345
1960-08-08,56761.668238738064
1960-08-09,57740.849591471735
1960-08-10,58452.0099913836
1960-08-11,59106.414457893115
1960-08-12,60301.2861490394
1960-08-15,60139.21839006197
1960-08-16,60487.36687895518
1960-08-17,60868.83640717726
1960-08-18,60770.00639205324
1960-08-19,61409.3704274438
1960-08-22,61988.56882201951
1960-08-23,63807.03459171856
1960-08-24,64865.15050143643
1960-08-25,63924.24484180457
1960-08-26,63291.15382860646
1960-08-29,62761.17916563617
1960-08-30,60791.90207322274
1960-08-31,61698.80776135928
1960-09-01,61736.23713920846
1960-09-02,61441.774372138774
1960-09-06,59790.077165237875
1960-09-07,57564.98411111278
1960-09-08,57407.89408968394
1960-09-09,58548.790743032165
1960-09-12,57325.57688375206
1960-09-13,57662.777794472524
1960-09-14,56452.03523585499
1960-09-15,55777.71736288322
1960-09-16,55442.13565071411
1960-09-19,51667.3000909086
1960-09-20,52096.88842427685
1960-09-21,53715.2859160952
1960-09-22,53092.99077989061
1960-09-23,51743.01792005896
1960-09-26,49321.77496315868
1960-09-27,48985.1439297618
1960-09-28,47706.26399223315
1960-09-29,48086.13348744237
1960-09-30,50979.52568087122
1960-10-01,50686.39340820621
1960-10-03,50229.766278351395
1960-10-04,49182.85947998028
1960-10-05,50294.65254318013
1960-10-06,51225.23411975334
1960-10-07,52109.97381762203
1960-10-10,52426.14596874913
1960-10-11,52656.44072784798
1960-10-12,52450.376573565045
1960-10-13,53668.70809232321
1960-10-14,54522.17818429376
1960-10-17,53834.229013178476
1960-10-18,53004.28567512856
1960-10-19,52709.58263007766
1960-10-20,51570.68239909431
1960-10-21,51166.45535908021
1960-10-24,48249.84765048666
1960-10-25,46874.567103651185
1960-10-26,49162.521409641246
1960-10-27,50745.23141224304
1960-10-28,50146.965039528324
1960-10-31,50543.689840160754
1960-11-01,51804.21651878157
1960-11-02,52608.87349228902
1960-11-03,53218.02937159469
1960-11-04,54594.49379359537
1960-11-07,55218.78393570798
1960-11-09,55937.96993114624
1960-11-10,59210.13865857406
1960-11-11,57444.979767618504
1960-11-14,56578.98720594869
1960-11-15,57248.45109727992
1960-11-16,56907.63761844269
1960-11-17,56445.58069878059
1960-11-18,57266.366962805936
1960-11-21,57602.60891852505
1960-11-22,56951.44928878638
1960-11-23,57194.451246057215
1960-11-25,58206.89181497477
1960-11-28,57893.43848021533
1960-11-29,57271.159002448585
1960-11-30,56880.3755909953
1960-12-01,55820.74801288175
1960-12-02,56091.04006804539
1960-12-05,55845.74721671842
1960-12-06,56328.14512566145
1960-12-07,58001.39733257987
1960-12-08,58402.859239217214
1960-12-09,59960.687840772065
1960-12-12,60593.322384621126
1960-12-13,60686.81519180632
1960-12-14,60556.33407548256
1960-12-15,60042.5091348809
1960-12-16,61692.637749693546
1960-12-19,61463.656590809434
1960-12-20,61332.07265713494
1960-12-21,62812.13766277979
1960-12-22,62285.71606113134
1960-12-23,62446.000852577105
1960-12-27,62704.40297087262
1960-12-28,63552.174796969855
1960-12-29,64440.53096812307
1960-12-30,64637.75523429529
1960-12-31,65189.41803640413
1961-01-01,64824.35729540027
1961-01-03,63014.556566629326
1961-01-04,65606.15689790816
1961-01-05,66311.7312575104
1961-01-06,65731.65326026473
1961-01-09,67113.41645507835
1961-01-10,67658.4821531828
1961-01-11,68240.88956256061
1961-01-12,68861.24091409256
1961-01-13,69833.56632872765
1961-01-16,69760.4627144234
1961-01-17,69968.39637729965
1961-01-18,70106.36052059257
1961-01-19,70420.70429487781
1961-01-20,71089.43271118468
1961-01-23,72260.33193343045
1961-01-24,72832.72069048801
1961-01-25,73118.93928422664
1961-01-26,73442.14560946015
1961-01-27,75692.61680353388
1961-01-30,78396.40053851024
1961-01-31,78311.07296246788
1961-02-01,78290.47386807053
1961-02-02,79805.05353510789
1961-02-03,79494.40858090321
1961-02-06,77728.05680961172
1961-02-07,77309.61665137825
1961-02-08,79413.22254562785
1961-02-09,78682.39995519129
1961-02-10,76700.11549415065
1961-02-13,75350.09063760265
1961-02-14,76345.31581841096
1961-02-15,78244.3364666649
1961-02-16,79681.73074367933
1961-02-17,78911.11413323924
1961-02-20,79746.60923367625
1961-02-21,79896.95372211277
1961-02-23,80777.77134683622
1961-02-24,81742.45411699642
1961-02-27,83534.2626683933
1961-02-28,84738.80626928614
1961-03-01,84189.00761630273
1961-03-02,85857.97106483551
1961-03-03,86257.92643118232
1961-03-06,86659.10708865305
1961-03-07,84301.40006347846
1961-03-08,84178.45460922456
1961-03-09,84413.9066068759
1961-03-10,84330.74218687021
1961-03-13,85044.71155379458
1961-03-14,83919.11349623343
1961-03-15,84670.44212691118
1961-03-16,87224.31963038474
1961-03-17,86365.00085672803
1961-03-20,89843.11209299884
1961-03-21,89340.81082853113
1961-03-22,89171.60552229713
1961-03-23,88465.12041676987
1961-03-24,88009.1478944984
1961-03-27,87718.70243739196
1961-03-28,87837.84536643067
1961-03-29,90085.51939543086
1961-03-30,90622.97499952803
1961-03-31,91305.79046066334
1961-04-01,90783.06481027605
1961-04-03,93039.911537089
1961-04-04,93291.47849811398
1961-04-05,92435.20008320468
1961-04-06,93066.92097622575
1961-04-07,94552.57150994852
1961-04-10,97000.01632731457
1961-04-11,97389.78021961126
1961-04-12,96026.29285494637
1961-04-13,95805.21751749895
1961-04-14,96278.50575782351
1961-04-17,106327.4966799978
1961-04-18,94804.89993772404
1961-04-19,93125.52710620237
1961-04-20,93164.23312533848
1961-04-21,92948.14842108022
1961-04-24,87136.04603047778
1961-04-25,90785.75630256864
1961-04-26,91824.81154206213
1961-04-27,91442.86695299813
1961-04-28,90810.5587976694
1961-04-30,91476.62553164907
1961-05-01,90360.95972285453
1961-05-02,92312.34553187258
1961-05-03,94586.90354028653
1961-05-04,95697.9035774675
1961-05-05,96039.71157659496
1961-05-08,95559.42516681332
1961-05-09,95814.5672347221
1961-05-10,95551.2525795235
1961-05-11,95461.05024664772
1961-05-12,95931.7073195673
1961-05-15,97356.00461693657
1961-05-16,98444.65779481141
1961-05-17,99805.51659319468
1961-05-18,98024.2718444047
1961-05-19,99249.45999914629
1961-05-22,97386.47205467998
1961-05-23,96639.5911582015
1961-05-24,94809.58066412534
1961-05-25,93732.60431197131
1961-05-26,95517.98633644679
1961-05-31,96772.1790436534
1961-06-01,96204.57961366387
1961-06-02,96937.8671781177
1961-06-05,98459.27693632369
1961-06-06,97618.65459475976
1961-06-07,92142.00317591833
1961-06-08,96475.86480308107
1961-06-09,96428.58933960334
1961-06-12,94211.43570705548
1961-06-13,92712.22216289255
1961-06-14,93469.3445050826
1961-06-15,92233.10260151303
1961-06-16,90081.15460932878
1961-06-19,87589.86504207377
1961-06-20,89905.60697162642
1961-06-21,89860.57054161673
1961-06-22,88863.72076183005
1961-06-23,89928.15403430039
1961-06-26,87067.68260408091
1961-06-27,87064.17236549371
1961-06-28,87546.8076942496
1961-06-29,87258.64324035036
1961-06-30,88387.72141697921
1961-07-01,87892.75017704413
1961-07-03,90214.33979874734
1961-07-05,91953.83302557288
1961-07-06,92706.72107195946
1961-07-07,92533.93494008479
1961-07-10,92276.96494564028
1961-07-11,92188.9989498811
1961-07-12,90627.50573060769
1961-07-13,88709.19052174932
1961-07-14,90428.91114478701
1961-07-17,88388.96087758809
1961-07-18,86830.1786890344
1961-07-19,87999.48391507633
1961-07-20,88036.74774251296
1961-07-21,88645.42321185277
1961-07-24,88682.8591477896
1961-07-25,90155.73644210277
1961-07-26,92681.35353428802
1961-07-27,95929.36864285899
1961-07-28,96357.54188812553
1961-07-31,97285.78850713136
1961-08-01,99367.34944732607
1961-08-02,97460.65410646528
1961-08-03,98985.45792772173
1961-08-04,100702.56524945245
1961-08-07,100653.85871470031
1961-08-08,101319.14965699118
1961-08-09,100956.50979829265
1961-08-10,101891.35753903346
1961-08-11,102382.09080146263
1961-08-14,100843.59913806099
1961-08-15,100080.08829504641
1961-08-16,100876.1014882598
1961-08-17,102569.9253682094
1961-08-18,103379.0005166046
1961-08-21,104010.63394805473
1961-08-22,104052.0484533691
1961-08-23,101949.78931832075
1961-08-24,100190.99551825774
1961-08-25,100542.72541621194
1961-08-28,100672.38765208713
1961-08-29,99999.18912507115
1961-08-30,101149.82613921823
1961-08-31,103037.53485323633
1961-09-01,102991.00777663363
1961-09-05,101944.69806595384
1961-09-06,104190.69177046753
1961-09-07,103684.25278989928
1961-09-08,101541.1536618413
1961-09-11,98844.46303949098
1961-09-12,101837.54559792015
1961-09-13,102058.227248862
1961-09-14,99893.18394025661
1961-09-15,100421.69691621013
1961-09-18,98458.18724778904
